EG	216	classic	الولد لعب كورة مع أصحابه امبارح بس خسر	el-walad le3eb koora ma3 as7abo embare7 bas kheser	the boy played football with his friends yesterday, but he lost
EG	217	classic	الولد لعب كورة مع أصحابه امبارح بس خسر وهو زعلان دلوقتي	el-walad le3eb koora ma3 as7abo embare7 bas kheser w howa za3lan delwa2ti	the boy played football with his friends yesterday, but he lost and now he is sad
EG	218	classic	الولد دلوقتي فهم ان اللعب مكسب وخسارة	el-walad delwa2ti fehem en el-la3b maksab w khasara	The boy now understands that games have wins and losses
EG	219	classic	إنت فين يا عم؟	enta fein ya 3am?	Where are you, man?
EG	220	classic	أنا مستنيك بقالي ساعة	ana mestanneek ba2ali sa3a	I’ve been waiting for you for an hour
EG	221	classic	الطريق زحمة ولا إيه؟	el-taree2 za7ma wala eh?	Is the traffic bad or what?
EG	222	classic	خلاص متتأخرش أكتر	khalas matet2akharsh aktar	Okay, don’t be any later
EG	223	classic	هاتلي قهوة وإنت جاي	hatli ahwa w enta gay	Bring me coffee on your way
EG	224	classic	أنا بدأت أتمرن تاني	ana bada2t atmaran tani	I started working out again
EG	225	classic	النهارده هلعب رجل	el-naharda hal3ab regl	I’m training legs today
EG	226	classic	الوزن ده تقيل شوية	el-wazn da te2eel shwaya	This weight is a little heavy
EG	227	classic	محتاج أريح دقيقة	me7tag arayya7 da2ee2a	I need to rest for a minute
EG	228	classic	هخلص وأروح البيت	hakhallas w aroo7 el-beit	I’ll finish and go home
EG	229	classic	النت فصل تاني	el-net fasal tani	The internet went out again
EG	230	classic	الراوتر منور بس مفيش نت	el-router menawwar bas mafeesh net	The router is on but there’s no internet
EG	231	classic	جربت أقفله وأفتحه	garrabt a2felo w afta7o	I tried turning it off and on
EG	232	classic	ممكن تكلم الشركة؟	momken tekallem el-sherka?	Can you call the internet company?
EG	233	classic	خلاص النت رجع	khalas el-net rege3	The internet is back now
DE	1	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	2	classic	بحب الشاي	bahebb esh-shay	Ich liebe Tee
DE	3	classic	بحب	bahebb	Ich liebe
DE	4	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	5	classic	بحب القهوة الصبح	bahebb el-ahwa es-sob7	Ich liebe Kaffee am Morgen
DE	6	classic	بحب القهوة الصبح قبل الشغل	bahebb el-ahwa es-sob7 abl esh-shoghl	Ich liebe Kaffee am Morgen vor der Arbeit
DE	7	classic	بحب أشرب القهوة كل يوم الصبح	bahebb ashrab el-ahwa kol yom el-sobh	Ich trinke jeden Morgen gerne Kaffee
DE	8	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	9	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	10	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	11	classic	بحب القهوة	bahebb el-ahwa	Ich liebe Kaffee
DE	12	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	Ich will jetzt Kaffee trinken
DE	13	classic	أنا رايح الشغل بدري النهارده	ana rayeh el-shoghl badri el-naharda	Ich gehe heute früh zur Arbeit
DE	14	classic	جبت هدية حلوة لصاحبي	gebt hedeya helwa le-sahbi	Ich habe meinem Freund ein schönes Geschenk gekauft
DE	15	classic	بحب القهوة قوي	bahebb el-ahwa awi	Ich liebe Kaffee sehr
DE	16	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	Ich will jetzt Kaffee trinken
DE	17	classic	أنا عايز أشرب قهوة	ana 3ayez ashrab ahwa	Ich möchte Kaffee trinken
DE	18	classic	أنا رايح الشغل بدري	ana rayeh el-shoghl badri	Ich gehe früh zur Arbeit
DE	19	classic	أنا بحب الأكل المصري	ana ba7eb el-akl el-masri	Ich liebe ägyptisches Essen
DE	20	classic	إنت ساكن فين دلوقتي	enta saken fein delwa2ti	Wo wohnst du jetzt?
DE	21	classic	أنا عايز أروح البيت دلوقتي	ana 3ayez aroo7 el-beit delwa2ti	Ich möchte jetzt nach Hause gehen
DE	22	classic	إحنا هناخد تاكسي للجامعة	e7na hanakhod taxi lel-gam3a	Wir nehmen ein Taxi zur Uni
DE	23	classic	هي بتحب تشرب شاي الصبح	heyya bet7eb teshrab shay es-sob7	Sie trinkt morgens gern Tee
DE	24	classic	ممكن تتكلم بالراحة شوية	momken tetkalem bel-ra7a shewaya	Kannst du bitte etwas langsamer sprechen?
DE	25	classic	أنا بحب	ana ba7eb	Ich liebe
DE	26	classic	أنا بحب سارة	ana ba7eb Sara	Ich liebe Sara
DE	27	classic	أنا بحب سارة بس سارة	ana ba7eb Sara bas Sara	Ich liebe Sara, aber Sara ...
DE	28	classic	أنا بحب سارة بس سارة مش بتحبني	ana ba7eb Sara bas Sara mesh bet7ebni	Ich liebe Sara, aber Sara liebt mich nicht
DE	29	classic	أنا بحب	ana ba7eb	Ich liebe
DE	30	classic	أنا بحب سارة	ana ba7eb Sara	Ich liebe Sara
DE	31	classic	أنا بحب سارة بس سارة	ana ba7eb Sara bas Sara	Ich liebe Sara, aber Sara ...
DE	32	classic	أنا بحب سارة بس سارة مش بتحبني	ana ba7eb Sara bas Sara mesh bet7ebni	Ich liebe Sara, aber Sara liebt mich nicht
DE	33	classic	هو بينام	howa byenam	Er schläft
DE	34	classic	هو بينام بدري	howa byenam badri	Er geht früh schlafen
DE	35	classic	هو بينام بدري كل يوم	howa byenam badri kol yom	Er geht jeden Tag früh schlafen
DE	36	classic	هو بينام بدري كل يوم بعد العشا	howa byenam badri kol yom ba3d el-3asha	Er geht jeden Tag nach dem Abendessen früh schlafen
DE	37	cta	Folge uns für mehr!		Lerne Ägyptisch-Arabisch mit uns
DE	38	classic	هو بيشرب	howwa beyeshrab	Er trinkt.
DE	39	classic	هو بيشرب قهوة	howwa beyeshrab ahwa	Er trinkt Kaffee.
DE	40	classic	هو بيشرب قهوة الصبح	howwa beyeshrab ahwa el-sob7	Er trinkt morgens Kaffee.
DE	41	classic	هو بيشرب قهوة الصبح كل يوم	howwa beyeshrab ahwa el-sob7 kol yom	Er trinkt jeden Morgen Kaffee.
DE	42	cta	Schreib "Egyptian"		Gratis Probestunde sichern
DE	43	classic	عايز تتكلم زي مصري جدع؟ استخدم التعبيرات دي	3ayez tetkallem zay masri gada3? estakhdem el-ta3beerat di	Willst du wie ein echter cooler Ägypter klingen? Dann nutze diese Ausdrücke!
DE	44	classic	قشطة / جامد	eshta / gamed	Cool / Richtig stark
DE	45	classic	كبر دماغك	kabbar demaghak	Vergiss es einfach.
DE	46	classic	بسرعة / هوا	be sor3a / hawa	Schnell / Blitzschnell
DE	47	classic	صاحبي / زميلي	sa7by / zmeely	Mein Freund / Mein Kollege
DE	48	classic	بجد؟	begad?	Echt jetzt?!
DE	49	cta	Schreib dein Lieblingswort		Teile es mit Freunden
DE	50	classic	أنا بطبخ	ana batbokh	Ich koche.
DE	51	classic	أنا بطبخ رز	ana batbokh roz	Ich koche Reis.
DE	52	classic	أنا بطبخ رز وفراخ	ana batbokh roz we ferakh	Ich koche Reis und Hähnchen.
DE	53	classic	أنا بطبخ رز وفراخ وبطاطس	ana batbokh roz we ferakh we batates	Ich koche Reis, Hähnchen und Kartoffeln.
DE	54	cta	Was ist dein Lieblingsgericht?		Ägyptisches Essen
DE	55	classic	أنا بتفرج على التلفزيون	ana batfarag 3ala el-telefezyon	Ich schaue fern.
DE	56	classic	أنا بلعب بالكورة	ana bal3ab bel-kora	Ich spiele Fußball.
DE	57	classic	أنا برسم	ana barsem	Ich zeichne.
DE	58	classic	أنا بقرا كتاب	ana ba2ra ketab	Ich lese ein Buch.
DE	59	classic	أنا بركب العجلة	ana barkab el-3agala	Ich fahre Fahrrad.
DE	60	cta	قولنا هوايتك بالمصري		شاركنا في الكومنتات
DE	61	classic	جمل بنقولها في الصيف دايما في مصر	gomal bene2oolha fel seif dayman fi masr	Sätze, die wir im Sommer in Ägypten ständig sagen.
DE	62	classic	الجو حر أوي النهارده	el-gaw 7ar awi el-naharda	Heute ist es richtig heiß.
DE	63	classic	يلا نروح البحر	yalla neroo7 el-ba7r	Komm, lass uns ans Meer fahren.
DE	64	classic	شغل التكييف	shaghghal el-takyif	Mach die Klimaanlage an.
DE	65	classic	أنا بحب	ana ba7eb	Ich liebe es.
DE	66	classic	أنا بحب عيلتي	ana ba7eb 3elty	Ich liebe meine Familie.
DE	67	classic	أنا بحب ألعب كورة	ana ba7eb al3ab kora	Ich spiele gern Fußball.
DE	68	classic	أنا بحب آكل مانجا	ana ba7eb akol manga	Ich esse gern Mangos.
DE	69	classic	أنا بحب أسمع مزيكا	ana ba7eb asma3 mazika	Ich höre gern Musik.
DE	70	classic	أنا بحب السفر	ana ba7eb el-safar	Ich reise gern.
DE	71	classic	أنا بحب أتعلم حاجات جديدة	ana ba7eb at3allem 7agat gedida	Ich lerne gern neue Dinge.
DE	72	classic	أنا بحب الشوكولاتة جدا	ana ba7eb el-shokolata geddan	Ich liebe Schokolade sehr.
DE	73	classic	عاوزين نروح البحر	3awzeen neroo7 el-ba7r	Wir wollen ans Meer fahren.
DE	74	classic	عاوزين ناكل دلوقتي	3awzeen nakol delwa2ti	Wir möchten jetzt etwas essen.
DE	75	classic	عاوزين نتعلم عربي	3awzeen net3allem 3arabi	Wir möchten Arabisch lernen.
DE	76	classic	عاوزين نتصور سوا	3awzeen netsawwar sawa	Wir möchten zusammen ein Foto machen.
DE	77	classic	الجو جميل أوي الصبح	el-gaw gamil awi el-sob7	Das Wetter ist morgens wunderschön.
DE	78	classic	الجو حر جدًا	el-gaw 7arr geddan	Es ist heute sehr heiß.
DE	79	classic	الجو جميل النهارده	el-gaw gameel el-naharda	Das Wetter ist heute schön.
DE	80	classic	الجو برد قوي	el-gaw bard awi	Es ist richtig kalt.
DE	81	classic	مستني الأتوبيس دلوقتي	mestanny el-otobees delwa2ti	Ich warte gerade auf den Bus.
DE	82	classic	مستني صاحبي برا	mestanny sa7by barra	Ich warte draußen auf meinen Freund.
DE	83	classic	مستني الرد منك	mestanny el-radd mennak	Ich warte auf deine Antwort.
DE	84	classic	مستني الدور بتاعي	mestanny el-dawr beta3y	Ich warte, bis ich dran bin.
DE	85	classic	جيت عشان أشوفك	geet 3ashan ashoofak	Ich bin gekommen, um dich zu sehen.
DE	86	classic	بذاكر عشان أنجح	bazaker 3ashan anga7	Ich lerne, damit ich bestehe.
DE	87	classic	اشتغلت عشان الفلوس	eshtaghalt 3ashan el-feloos	Ich habe für das Geld gearbeitet.
DE	88	classic	خرجت عشان أتمشى شوية	kharagt 3ashan atmasha shewaya	Ich bin rausgegangen, um ein bisschen spazieren zu gehen.
DE	89	classic	أنا جاي حالًا	ana gay 7alan	Ich komme sofort.
DE	90	classic	هو جاي معايا	howwa gay ma3aya	Er kommt mit mir.
DE	91	classic	جاي منين دلوقتي؟	gay menen delwa2ti?	Woher kommst du gerade?
DE	92	classic	هي جاية بكرة	heya gaya bokra	Sie kommt morgen.
DE	93	classic	نفسي أشرب قهوة	nefsy ashrab ahwa	Ich hätte gerne einen Kaffee.
DE	94	classic	نفسي أسافر مصر	nefsy asafer masr	Ich möchte nach Ägypten reisen.
DE	95	classic	نفسي أنام شوية	nefsy anam shewaya	Ich möchte ein bisschen schlafen.
DE	96	classic	نفسي آكل كشري	nefsy akol koshary	Ich hätte gern Koshary.
DE	97	classic	أنا عارف المكان	ana 3aref el-makan	Ich kenne den Ort.
DE	98	classic	إنت عارف الراجل ده؟	enta 3aref el-ragel da?	Kennst du diesen Mann?
DE	99	classic	هي عارفة إجابة السؤال	heya 3arfa egabet el-so2al	Sie kennt die Antwort auf die Frage.
DE	100	classic	أنا مش عارف أروح	ana mesh 3aref aroo7	Ich weiß nicht, wie ich hinkomme.
DE	101	classic	الجو حر النهارده	el-gaw 7ar el-naharda	Heute ist es heiß.
DE	102	classic	عندي شغل النهارده	3andy shoghl el-naharda	Ich muss heute arbeiten.
DE	103	classic	هطبخ النهارده لحمة	hatbokh el-naharda la7ma	Ich koche heute Fleisch.
DE	104	classic	هنقابلهم النهارده الساعة ٦	hane2abelhom el-naharda el-sa3a setta	Wir treffen sie heute um 6 Uhr.
DE	105	classic	فين أقرب محطة مترو؟	feen a2rab ma7attet metro?	Wo ist die nächste U-Bahn-Station?
DE	106	classic	فين الحمام لو سمحت؟	feen el-7ammam law sama7t?	Wo ist bitte die Toilette?
DE	107	classic	فين أقرب صيدلية؟	feen a2rab saydaleya?	Wo ist die nächste Apotheke?
DE	108	classic	فين شارع التحرير؟	feen share3 el-ta7rir?	Wo ist die Tahrir-Straße?
DE	109	classic	مفيش مشكلة خالص	mafeesh moshkela khales	Kein Problem, überhaupt nicht.
DE	110	classic	مفيش وقت النهارده	mafeesh wa2t el-naharda	Ich habe heute keine Zeit.
DE	111	classic	مفيش فلوس معايا	mafeesh feloos ma3aya	Ich habe kein Geld dabei.
DE	112	classic	مفيش حد هنا	mafeesh 7ad hena	Hier ist niemand.
DE	113	classic	لسه صاحي دلوقتي	lessa sa7y delwa2ti	Ich bin gerade erst aufgewacht.
DE	114	classic	لسه مخلصتش الشغل	lessa makhallastesh el-shoghl	Ich bin mit der Arbeit noch nicht fertig.
DE	115	classic	لسه راجع البيت	lessa rage3 el-bet	Ich bin gerade nach Hause gekommen.
DE	116	classic	لسه مستني صاحبي	lessa mestanny sa7by	Ich warte immer noch auf meinen Freund.
DE	117	classic	عندي شغل النهارده	3andy shoghl el-naharda	Ich muss heute arbeiten.
DE	118	classic	عندي درس بكرة	3andy dars bokra	Ich habe morgen Unterricht.
DE	119	classic	عندي وقت دلوقتي	3andy wa2t delwa2ti	Ich habe jetzt Zeit.
DE	120	classic	عندي سؤال صغير	3andy so2al soghayar	Ich habe eine kleine Frage.
DE	121	classic	أنا بحب القهوة	ana ba7eb el-ahwa	Ich liebe Kaffee.
DE	122	classic	إنت بتحب السفر؟	enta bete7eb el-safar?	Reist du gern?
DE	123	classic	هي بتحب مصر	heya bete7eb masr	Sie liebt Ägypten.
DE	124	classic	إحنا بنحب العربي	e7na bene7eb el-3arabi	Wir lieben Arabisch.
DE	125	classic	أنا بشرب شاي	ana bashrab shay	Ich trinke Tee.
DE	126	classic	إنت بتشرب قهوة؟	enta beteshrab ahwa?	Trinkst du Kaffee?
DE	127	classic	هي بتشرب عصير	heya beteshrab 3aseer	Sie trinkt Saft.
DE	128	classic	إحنا بنشرب مايه	e7na beneshrab mayya	Wir trinken Wasser.
DE	129	classic	أنا فاهم الدرس	ana fahem el-dars	Ich verstehe die Lektion.
DE	130	classic	إنت فاهم قصدي؟	enta fahem 2asdy?	Verstehst du, was ich meine?
DE	131	classic	هي فاهمة كل حاجة	heya fahma kol 7aga	Sie versteht alles.
DE	132	classic	إحنا فاهمين الحكاية كلها	e7na fahmeen el-7ekaya kollaha	Wir verstehen die ganze Geschichte.
DE	133	classic	أنا ساكن في القاهرة	ana saken fi el-qahera	Ich wohne in Kairo.
DE	134	classic	إنت ساكن فين؟	enta saken feen?	Wo wohnst du?
DE	135	classic	هي ساكنة قريب	heya sakna orayyeb	Sie wohnt in der Nähe.
DE	136	classic	هما ساكنين هنا	homma sakneen hena	Sie wohnen hier.
DE	137	classic	أنا باكل رز	ana bakol roz	Ich esse Reis.
DE	138	classic	إنت بتاكل سمك؟	enta betakol samak?	Isst du Fisch?
DE	139	classic	هي بتاكل سلطة	heya betakol salata	Sie isst Salat.
DE	140	classic	إحنا بناكل سوا	e7na benakol sawa	Wir essen zusammen.
DE	141	classic	عاوزين نروح البحر	3awzeen neroo7 el-ba7r	Wir wollen ans Meer fahren.
DE	142	classic	عاوزين ناكل دلوقتي	3awzeen nakol delwa2ti	Wir möchten jetzt etwas essen.
DE	143	classic	عاوزين نتعلم عربي	3awzeen net3allem 3arabi	Wir möchten Arabisch lernen.
DE	144	classic	عاوزين نتصور سوا	3awzeen netsawwar sawa	Wir möchten zusammen ein Foto machen.
DE	145	classic	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?	Du lernst Arabisch, aber verstehst die Ägypter trotzdem nicht?
DE	146	classic	Fusha ist wichtig – aber sie reicht für den Alltag in Ägypten nicht aus!	Fusha ist wichtig – aber sie reicht für den Alltag in Ägypten nicht aus!	Hocharabisch ist wichtig – aber für den Alltag in Ägypten reicht es nicht.
DE	147	classic	Du lernst: Mādhā taf3al?	Du lernst: Mādhā taf3al?	Du lernst: „Was machst du?“
DE	148	classic	Ein Ägypter sagt: Bet3mel eh?	Ein Ägypter sagt: Bet3mel eh?	Ein Ägypter sagt: „Was machst du?“
DE	149	classic	Du lernst: Urīd	Du lernst: Urīd	Du lernst: „Ich möchte …“
DE	150	classic	Ein Ägypter sagt: 3ayez	Ein Ägypter sagt: 3ayez	Ein Ägypter sagt: „Ich möchte …“
DE	151	classic	Masri bringt dich näher an echte Gespräche!	Masri bringt dich näher an echte Gespräche!	Mit Masri verstehst du echte Gespräche im Alltag viel besser.
DE	152	classic	جيت عشان أشوفك	geet 3ashan ashoofak	Ich bin gekommen, um dich zu sehen.
DE	153	classic	بذاكر عشان أنجح	bazaker 3ashan anga7	Ich lerne, damit ich bestehe.
DE	154	classic	اشتغلت عشان الفلوس	eshtaghalt 3ashan el-feloos	Ich habe für das Geld gearbeitet.
DE	155	classic	خرجت عشان أتمشى شوية	kharagt 3ashan atmasha shewaya	Ich bin rausgegangen, um ein bisschen spazieren zu gehen.
DE	156	classic	إنت فين دلوقتي؟	enta fein delwa2ty?	Wo bist du gerade?
DE	157	classic	أنا في البيت	ana fel beet	Ich bin zu Hause
DE	158	classic	إنت لوحدك؟	enta lewa7dak?	Bist du allein?
DE	159	classic	أيوه لوحدي	aywa lewa7dy	Ja, ich bin allein
DE	160	classic	وصلت إمتى؟	weselt emta?	Wann bist du angekommen?
DE	161	classic	لسه واصل حالا	lessa wasel 7ala	Ich bin gerade erst angekommen
DE	162	reveal	Zustimmen auf Ägyptisch		reveal: 6 rows
DE	163	classic	أنا ماشية على طول	ana mashya 3ala tool	Ich gehe geradeaus.
DE	164	classic	أنا برجّع لورا	ana bargga3 lewara	Ich gehe zurück.
DE	165	classic	أنا بروح ناحية الشمال	ana baroo7 na7yet el-shemal	Ich gehe nach links.
DE	166	classic	أنا بروح ناحية اليمين	ana baroo7 na7yet el-yemeen	Ich gehe nach rechts.
DE	167	classic	أنا بلف	ana balef	Ich biege ab.
DE	168	classic	أنا بجري	ana bagry	Ich renne.
DE	169	reveal	Was ich alles habe		reveal: 5 rows
DE	170	reveal	Ägyptische Sätze für Anfänger		reveal: 5 rows
DE	171	reveal	Zeitangaben auf Ägyptisch		reveal: 6 rows
DE	172	reveal	روتين الصبح بالمصري		reveal: 6 rows
DE	173	reveal	كلام مصري يطمنك		reveal: 5 rows
DE	174	reveal	Dinge, die Ägypter sagen		reveal: 7 rows
DE	175	reveal	Wichtige Sätze für Anfänger		reveal: 8 rows
DE	176	reveal	Wichtige Sätze im Arabischkurs		reveal: 6 rows
DE	177	reveal	Die wichtigsten ägyptischen Sätze, Part 1		reveal: 8 rows
DE	178	reveal	Sätze für Arbeit und Studium, Part 1		reveal: 5 rows
DE	179	reveal	So fragst und antwortest du auf Ägyptisch		reveal: 8 rows
DE	180	reveal	Sätze aus jedem ägyptischen Haushalt		reveal: 5 rows
DE	181	classic	خد الباب في إيدك وإنت طالع	khod el-bab fe eedak wenta tale3	Nimm die Tür mit nach oben.
DE	182	classic	نزلت أشتري حاجات من السوبرماركت	nezelt ashtary 7agat men el-supermarket	Ich bin runtergegangen, um Sachen im Supermarkt zu kaufen.
DE	183	classic	صحيني بكرة الصبح ضروري	sa7eeny bokra el-sob7 darory	Weck mich morgen früh unbedingt.
DE	184	classic	لم الهدوم من على الحبل	lem el-hodoom men 3ala el-7abl	Hol die Wäsche von der Leine.
DE	185	classic	غسلتي الهدوم ولا لسه يا ماما؟	ghasalti el-hodoom wala lessa ya mama?	Hast du die Wäsche schon gewaschen oder noch nicht, Mama?
DE	186	reveal	Sätze, die Ägypter ständig sagen		reveal: 7 rows
DE	187	reveal	Ägyptische Sätze für schwierige Entscheidungen		reveal: 7 rows
DE	188	classic	ماشي يا سيدي موافق	mashi ya sidi mwafe2	Okay, ich bin einverstanden.
DE	189	classic	الكلام ده مش مظبوط خالص	el-kalam da mesh mazboot khales	Das stimmt überhaupt nicht.
DE	190	classic	عندك حق في النقطة دي	3andak 7a2 fe el-no2ta di	Da hast du recht.
DE	191	classic	أنا مش موافق على الكلام ده	ana mesh mwafe2 3ala el-kalam da	Ich bin damit nicht einverstanden.
DE	192	classic	تمام زي الفل اتفقنا خلاص	tamam zay el-fol etfa2na khalas	Alles klar, abgemacht.
DE	193	classic	الأكل حلو أوي	el-akl 7elw awi	Das Essen ist sehr lecker.
DE	194	classic	الشوربة حادقة شوية	el-shorba 7ade2a shewaya	Die Suppe ist ein bisschen zu salzig.
DE	195	classic	الكيكة مسكرة أوي	el-keka mesakkara awi	Der Kuchen ist viel zu süß.
DE	196	classic	اللحمة محتاجة شوية ملح	el-la7ma me7taga shewayet mel7	Das Fleisch braucht ein bisschen Salz.
DE	197	classic	الكشري حامي جدًا	el-koshary 7amy geddan	Das Koshary ist sehr scharf.
DE	198	classic	الأكل حلو أوي	el-akl 7elw awi	Das Essen ist sehr lecker.
DE	199	classic	الشوربة حادقة شوية	el-shorba 7ade2a shewaya	Die Suppe ist ein bisschen zu salzig.
DE	200	classic	الكيكة مسكرة أوي	el-keka mesakkara awi	Der Kuchen ist viel zu süß.
DE	201	classic	اللحمة محتاجة شوية ملح	el-la7ma me7taga shewayet mel7	Das Fleisch braucht ein bisschen Salz.
