bot	id	type	arabic	translit	english
SA	346	classic	هو [يشغل] المكيف إذا حر	huwa [yishghil] al-mukayyif itha harr	He turns on the air conditioner when it's hot.
SA	347	classic	هي [تطبخ] الغدا اليوم	heya [tatbukh] al-ghada al-yom	She cooks lunch today.
SA	348	challenge	إحنا [نجتمع] مع الأصحاب بالويكند	e7na [nijtami3] ma3 al-ashab bil-weekend	We meet our friends on the weekend.
SA	349	classic	أستأجر	asta'jir	I rent
SA	350	classic	أستأجر سيارة	asta'jir sayyarah	I rent a car
SA	351	classic	أستأجر سيارة في السفر	asta'jir sayyarah fis-safar	I rent a car when I travel.
SA	352	classic	أستأجر سيارة أسبوع كامل	asta'jir sayyarah usboo3 kamil	I rent a car for a whole week.
SA	353	cta	Awesome!		Learn Saudi Arabic every day
SA	354	classic	أرتب	arattib	I organize
SA	355	classic	أرتب مكتبي	arattib maktabi	I organize my desk
SA	356	classic	أرتب مكتبي قبل الدوام	arattib maktabi gabl ad-dawam	I organize my desk before work.
SA	357	classic	أرتب مكتبي كل يوم جمعة	arattib maktabi kul yom jum3ah	I organize my desk every Friday.
SA	358	cta	Great job!		Keep practicing with Speak Saudi
SA	359	classic	أنا [أحجز] غرفة بالفندق	ana [a7jiz] ghurfah fil-funduq	I book a hotel room.
SA	360	classic	هو [يستقبل] الضيوف بابتسامة	huwa [yistaqbil] ad-dhuyouf bibtisamah	He welcomes the guests with a smile.
SA	361	classic	هي [تغسل] الملابس اليوم	heya [taghsil] al-malabis al-yom	She washes the clothes today.
SA	362	challenge	إحنا [نزور] المتحف بكرة	e7na [nzour] al-mat7af bukrah	We visit the museum tomorrow.
SA	363	classic	أستلم	astalim	I receive
SA	364	classic	أستلم طرد	astalim tarad	I receive a package
SA	365	classic	أستلم طرد من البريد	astalim tarad min al-barid	I receive a package from the post office.
SA	366	classic	أستلم طرد الصباح	astalim tarad aS-Saba7	I receive a package in the morning.
SA	367	cta	Excellent!		Build your Saudi Arabic every day
SA	368	classic	أصلح	aSalla7	I fix
SA	369	classic	أصلح الدراجة	aSalla7 ad-darrajah	I fix the bicycle
SA	370	classic	أصلح الدراجة في البيت	aSalla7 ad-darrajah fil-bait	I fix the bicycle at home.
SA	371	classic	أصلح الدراجة مع أخوي	aSalla7 ad-darrajah ma3 akhoy	I fix the bicycle with my brother.
SA	372	cta	Keep going!		One lesson a day makes a difference
SA	373	classic	أنا [أرسل] إيميل للمدير	ana [arsil] email lil-mudeer	I send an email to the manager.
SA	374	classic	هو [ينتظر] القطار بالمحطة	huwa [yintathir] al-qitar bil-mahattah	He waits for the train at the station.
SA	375	classic	هي [ترتب] الغرفة قبل الضيوف	heya [tirattib] al-ghurfah gabl ad-dhuyouf	She tidies the room before the guests arrive.
SA	376	challenge	إحنا [نستأجر] سيارة للإجازة	e7na [nista'jir] sayyarah lil-ijazah	We rent a car for the vacation.
SA	377	classic	أكنس	aknis	I sweep
SA	378	classic	أكنس الصالة	aknis aS-Salah	I sweep the living room
SA	379	classic	أكنس الصالة كل أسبوع	aknis aS-Salah kul usboo3	I sweep the living room every week.
SA	380	classic	أكنس الصالة قبل الزيارة	aknis aS-Salah gabl az-ziyarah	I sweep the living room before the visit.
SA	381	cta	Well done!		Keep learning Saudi Arabic
SA	382	classic	أستعير	asta3eer	I borrow
SA	383	classic	أستعير كتاب	asta3eer kitab	I borrow a book
SA	384	classic	أستعير كتاب من المكتبة	asta3eer kitab min al-maktabah	I borrow a book from the library.
SA	385	classic	أستعير كتاب كل شهر	asta3eer kitab kul shahar	I borrow a book every month.
SA	386	cta	Awesome!		Practice a little every day
SA	387	classic	أنا [أقود] السيارة للجامعة	ana [agood] as-sayyarah lil-jami3ah	I drive the car to the university.
SA	388	classic	هو [يشرح] الدرس للطلاب	huwa [yishra7] ad-dars lil-tullab	He explains the lesson to the students.
SA	389	classic	هي [تختار] فستان للحفلة	heya [tikhtar] fustan lil-7aflah	She chooses a dress for the party.
SA	390	challenge	إحنا [نحضر] الاجتماع بدري	e7na [na7dur] al-ijtima3 badri	We attend the meeting early.
SA	391	classic	أغسل	aghsil	I wash
SA	392	classic	أغسل الصحون	aghsil aS-Su7oon	I wash the dishes
SA	393	classic	أغسل الصحون بعد العشا	aghsil aS-Su7oon ba3d al-3asha	I wash the dishes after dinner.
SA	394	classic	أغسل الصحون مع أختي	aghsil aS-Su7oon ma3 ukhti	I wash the dishes with my sister.
SA	395	cta	Excellent!		Keep practicing every day
SA	396	classic	أزرع	azra3	I plant
SA	397	classic	أزرع ورد	azra3 ward	I plant flowers
SA	398	classic	أزرع ورد في الحديقة	azra3 ward fil-7adeegah	I plant flowers in the garden.
SA	399	classic	أزرع ورد مع جيراني	azra3 ward ma3 jirani	I plant flowers with my neighbors.
SA	400	cta	Great job!		Learn Saudi Arabic one step at a time
SA	401	classic	أنا [أتصل] بصاحبي بعد الدوام	ana [attasil] biSa7bi ba3d ad-dawam	I call my friend after work.
SA	402	classic	هو [يوقف] السيارة قدام البيت	huwa [yowaggif] as-sayyarah gaddam al-bait	He parks the car in front of the house.
SA	403	classic	هي [تلبس] العباية للمناسبة	heya [tilbas] al-3abayah lil-munasabah	She wears an abaya for the occasion.
SA	404	challenge	إحنا [نتمشى] على البحر بالليل	e7na [natamashsha] 3ala al-ba7r bil-layl	We walk by the sea at night.
SA	405	classic	ما أتكلم عربي	ma atakallam arabi	I don’t speak Arabic
SA	406	classic	أنا أتعلم عربي	ana atallam arabi	I am learning Arabic
SA	407	classic	أتكلم عربي شوي	atakallam arabi shway	I speak a little Arabic
SA	408	classic	أفهم عربي شوي	afham arabi shway	I understand a little Arabic
SA	409	classic	ممكن تتكلم شوي شوي؟	mumkin titakallam shway shway?	Can you speak slowly?
SA	410	classic	ممكن تقولها مرة ثانية؟	mumkin tgoolha marrah thanyah?	Can you say it again?
SA	411	classic	أتدرب	atdarrab	I train
SA	412	classic	أتدرب بالنادي	atdarrab bin-nadi	I train at the gym
SA	413	classic	أتدرب بالنادي ثلاث مرات بالأسبوع	atdarrab bin-nadi thalath marrat bil-usboo3	I train at the gym three times a week.
SA	414	classic	أتدرب مع المدرب كل اثنين	atdarrab ma3 al-mudarrib kul ithnayn	I train with the coach every Monday.
SA	415	cta	Amazing!		Keep improving your Saudi Arabic
SA	416	classic	أصور	aSawwir	I take photos
SA	417	classic	أصور الطبيعة	aSawwir aT-Tabee3ah	I take photos of nature
SA	418	classic	أصور الطبيعة في الويكند	aSawwir aT-Tabee3ah fil-weekend	I take photos of nature on the weekend.
SA	419	classic	أصور الطبيعة مع أصحابي	aSawwir aT-Tabee3ah ma3 aS7abi	I take photos of nature with my friends.
SA	420	cta	Awesome!		Practice one lesson every day
SA	421	classic	أنا [أدفع] الفاتورة بالكرت	ana [adfa3] al-fatourah bil-kart	I pay the bill by card.
SA	422	classic	هو [يصور] المبنى الجديد	huwa [yuSawwir] al-mabna al-jadeed	He photographs the new building.
SA	423	classic	هي [تسقي] الزرع كل صباح	heya [tisgi] az-zar3 kul sabah	She waters the plants every morning.
SA	424	challenge	إحنا [نكتشف] مكان جديد بالإجازة	e7na [niktishif] makan jadeed bil-ijazah	We discover a new place on vacation.
SA	425	classic	أخبز	akhbiz	I bake
SA	426	classic	أخبز خبز	akhbiz khubz	I bake bread
SA	427	classic	أخبز خبز طازج	akhbiz khubz tazij	I bake fresh bread.
SA	428	classic	أخبز خبز لعيلتي	akhbiz khubz li3ailti	I bake bread for my family.
SA	429	cta	Fantastic!		Keep learning Saudi Arabic
SA	430	classic	أرسم	arsum	I draw
SA	431	classic	أرسم لوحة	arsum lohah	I draw a painting
SA	432	classic	أرسم لوحة بالبيت	arsum lohah bil-bait	I draw a painting at home.
SA	433	classic	أرسم لوحة وقت الفراغ	arsum lohah wagt al-faragh	I draw a painting in my free time.
SA	434	cta	Great work!		Practice every day
SA	435	classic	أنا [أوقظ] أخوي بدري	ana [awaggith] akhoy badri	I wake my brother up early.
SA	436	classic	هو [يبدل] ملابسه قبل الخروج	huwa [yibaddil] malabisah gabl al-khurooj	He changes his clothes before going out.
SA	437	classic	هي [تحضر] القهوة للضيوف	heya [ti7aDDar] al-gahwah lidh-dhuyouf	She prepares coffee for the guests.
SA	438	challenge	إحنا [نودع] أصحابنا بالمطار	e7na [nuwaddi3] aS7abna bil-maTar	We say goodbye to our friends at the airport.
SA	439	classic	أتصل	attasil	I call
SA	440	classic	أتصل بأمي	attasil bi-ummi	I call my mom
SA	441	classic	أتصل بأمي بعد الدوام	attasil bi-ummi ba3d ad-dawam	I call my mom after work.
SA	442	classic	أتصل بأمي كل يوم	attasil bi-ummi kul yom	I call my mom every day.
SA	443	cta	Awesome!		Keep practicing Saudi Arabic
SA	444	classic	أقص	agoSS	I cut
SA	445	classic	أقص الورق	agoSS al-waraq	I cut the paper
SA	446	classic	أقص الورق للمشروع	agoSS al-waraq lil-mashroo3	I cut the paper for the project.
SA	447	classic	أقص الورق بالمقص	agoSS al-waraq bil-magaSS	I cut the paper with scissors.
SA	448	cta	Great job!		Learn one new phrase every day
SA	449	classic	أنا [أشحن] جوالي قبل النوم	ana [ash7in] jawwali gabl an-nawm	I charge my phone before bed.
SA	450	classic	هو [يختار] كرسي قريب من الشباك	huwa [yikhtar] kursi gareeb min ash-shubbak	He chooses a seat near the window.
SA	451	classic	هي [تكنس] الحوش الصباح	heya [tiknis] al-7awsh aS-Saba7	She sweeps the yard in the morning.
SA	452	challenge	إحنا [نركب] المترو للمدينة	e7na [nirkab] al-mitro lil-madinah	We take the metro to the city.
SA	453	classic	أسبح	asba7	I swim
SA	454	classic	أسبح في المسبح	asba7 fil-misba7	I swim in the pool
SA	455	classic	أسبح في المسبح كل جمعة	asba7 fil-misba7 kul jum3ah	I swim in the pool every Friday.
SA	456	classic	أسبح مع أصحابي بالصيف	asba7 ma3 aS7abi biS-Saif	I swim with my friends in the summer.
SA	457	cta	Keep going!		Learn Saudi Arabic daily
SA	458	classic	أراجع	araji3	I review
SA	459	classic	أراجع دروسي	araji3 duroosi	I review my lessons
SA	460	classic	أراجع دروسي قبل الاختبار	araji3 duroosi gabl al-ikhtibar	I review my lessons before the exam.
SA	461	classic	أراجع دروسي مع زميلي	araji3 duroosi ma3 zameeli	I review my lessons with my classmate.
SA	462	cta	Excellent!		One lesson every day
SA	463	classic	أنا [أغلق] الباب قبل النوم	ana [aghlig] al-bab gabl an-nawm	I close the door before bed.
SA	464	classic	هو [يصلح] الكمبيوتر اليوم	huwa [yiSalli7] al-kumbiyuter al-yom	He fixes the computer today.
SA	465	classic	هي [تزرع] شجرة بالحديقة	heya [tizra3] shajarah bil-7adeegah	She plants a tree in the garden.
SA	466	challenge	إحنا [نحجز] تذاكر السفر بدري	e7na [na7jiz] tadhakir as-safar badri	We book the travel tickets early.
SA	467	classic	أبدل	abaddil	I change
SA	468	classic	أبدل ملابسي	abaddil malabsi	I change my clothes
SA	469	classic	أبدل ملابسي بعد التمرين	abaddil malabsi ba3d at-tamreen	I change my clothes after the workout.
SA	470	classic	أبدل ملابسي قبل الخروج	abaddil malabsi gabl al-khurooj	I change my clothes before going out.
SA	471	cta	Awesome!		Keep learning every day
SA	472	classic	أمسح	amsa7	I wipe
SA	473	classic	أمسح الطاولة	amsa7 aT-Tawlah	I wipe the table
SA	474	classic	أمسح الطاولة بعد الأكل	amsa7 aT-Tawlah ba3d al-akl	I wipe the table after eating.
SA	475	classic	أمسح الطاولة كل مساء	amsa7 aT-Tawlah kul masa	I wipe the table every evening.
SA	476	cta	Excellent!		Practice Saudi Arabic daily
SA	477	classic	أنا [أعلق] اللوحة على الجدار	ana [a3allig] al-lo7ah 3ala al-jidar	I hang the picture on the wall.
SA	478	classic	هو [يجمع] الألعاب بعد اللعب	huwa [yijamma3] al-al3ab ba3d al-la3ib	He collects the toys after playing.
SA	479	classic	هي [تغلف] الهدية اليوم	heya [tighallif] al-hadiyyah al-yom	She wraps the gift today.
SA	480	challenge	إحنا [نشارك] بالمسابقة بكرة	e7na [nisharik] bil-musabaqah bukrah	We participate in the competition tomorrow.
SA	481	classic	أستبدل	astabdil	I replace
SA	482	classic	أستبدل البطارية	astabdil al-baTTariyyah	I replace the battery
SA	483	classic	أستبدل البطارية إذا خلصت	astabdil al-baTTariyyah itha khalaSat	I replace the battery when it runs out.
SA	484	classic	أستبدل البطارية بنفسي	astabdil al-baTTariyyah binafsi	I replace the battery myself.
SA	485	cta	Keep learning!		One new phrase every day
SA	486	classic	أجمع	ajma3	I collect
SA	487	classic	أجمع الطرود	ajma3 aT-Turud	I collect the packages
SA	488	classic	أجمع الطرود من المكتب	ajma3 aT-Turud min al-maktab	I collect the packages from the office.
SA	489	classic	أجمع الطرود قبل الظهر	ajma3 aT-Turud gabl aD-Dhuhr	I collect the packages before noon.
SA	490	cta	Awesome!		Practice Saudi Arabic daily
SA	491	classic	أنا [أوفر] فلوسي للسفر	ana [awaffir] floosi lis-safar	I save my money for travel.
SA	492	classic	هو [يقيس] الطاولة قبل الشراء	huwa [yigees] aT-Tawlah gabl ash-shira	He measures the table before buying it.
SA	493	classic	هي [تزين] الغرفة بالورود	heya [tzayyin] al-ghurfah bil-wurood	She decorates the room with flowers.
SA	494	challenge	إحنا [نحتفل] بعيد الميلاد الليلة	e7na [ni7tifil] bi3eed al-meelad al-laylah	We celebrate a birthday tonight.
SA	495	classic	لازم أصحى بدري	lazim asha badri	I have to wake up early
SA	496	classic	لازم أروح الدوام	lazim arooh ad-dawam	I have to go to work
SA	497	classic	لازم أذاكر اليوم	lazim athakir alyom	I have to study today
SA	498	classic	لازم أرسل الرسالة	lazim arsil ar-risalah	I have to send the message
SA	499	classic	لازم أشتري خبز	lazim ashtari khubz	I have to buy bread
SA	500	classic	لازم أنام بدري	lazim anam badri	I have to sleep early
SA	501	classic	أبغى أصحى بدري	abgha asha badri	I want to wake up early
SA	502	classic	أبغى أتعلم عربي	abgha atallam arabi	I want to learn Arabic
SA	503	classic	أبغى أروح السوق	abgha arooh as-soog	I want to go to the market
SA	504	classic	أبغى أطلب قهوة	abgha atlub gahwa	I want to order coffee
SA	505	classic	أبغى أقابل صاحبي	abgha agabil sahbi	I want to meet my friend
SA	506	classic	أبغى أرتاح شوي	abgha artah shway	I want to rest a little
SA	507	classic	أعلق	a3allig	I hang
SA	508	classic	أعلق الصورة	a3allig aS-Soorah	I hang the picture
SA	509	classic	أعلق الصورة في الصالة	a3allig aS-Soorah fiS-Salah	I hang the picture in the living room.
SA	510	classic	أعلق الصورة فوق الكنبة	a3allig aS-Soorah fawg al-kanabah	I hang the picture above the sofa.
SA	511	cta	Nice work!		Learn Saudi Arabic every day
SA	512	classic	أطفي	aTfi	I turn off
SA	513	classic	أطفي النور	aTfi an-noor	I turn off the light
SA	514	classic	أطفي النور قبل النوم	aTfi an-noor gabl an-nawm	I turn off the light before bed.
SA	515	classic	أطفي النور إذا طلعت	aTfi an-noor itha Tila3t	I turn off the light when I leave.
SA	516	cta	Keep going!		Practice one phrase a day
SA	517	classic	أنا [أصلح] الباب اليوم	ana [aSalli7] al-bab al-yom	I fix the door today.
SA	518	classic	هو [يرتب] الملفات بالمكتب	huwa [yirattib] al-malaffat bil-maktab	He organizes the files in the office.
SA	519	classic	هي [تملأ] الزجاجة بالموية	heya [timla] az-zujajah bil-moyah	She fills the bottle with water.
SA	520	challenge	إحنا [نبدل] أماكننا بالطاولة	e7na [nibaddil] amakinna biT-Tawlah	We change our seats at the table.
SA	521	classic	ألمع	alma3	I polish
SA	522	classic	ألمع حذائي	alma3 7itha'i	I polish my shoes
SA	523	classic	ألمع حذائي قبل الدوام	alma3 7itha'i gabl ad-dawam	I polish my shoes before work.
SA	524	classic	ألمع حذائي كل أسبوع	alma3 7itha'i kul usboo3	I polish my shoes every week.
SA	525	cta	Fantastic!		Learn Saudi Arabic daily
SA	526	classic	أعبي	a3abbi	I fill
SA	527	classic	أعبي موية	a3abbi moyah	I fill water
SA	528	classic	أعبي موية قبل الرياضة	a3abbi moyah gabl ar-riyaDah	I fill my water bottle before exercising.
SA	529	classic	أعبي موية للسفر	a3abbi moyah lis-safar	I fill my water bottle for the trip.
SA	530	cta	Great job!		Keep practicing every day
SA	531	classic	أنا [أقيس] الطاولة قبل الشراء	ana [agees] aT-Tawlah gabl ash-shira	I measure the table before buying it.
SA	532	classic	هو [ينظف] الحذاء بعد المشي	huwa [yinaDDFif] al-7itha ba3d al-mashi	He cleans the shoes after walking.
SA	533	classic	هي [تعلق] المفاتيح عند الباب	heya [ti3allig] al-mafatih 3ind al-bab	She hangs the keys by the door.
SA	534	challenge	إحنا [نجرب] مطعم جديد الليلة	e7na [nijarrib] maT3am jadeed al-laylah	We try a new restaurant tonight.
SA	535	classic	أقدر أساعدك الحين	agdar asaadak alhin	I can help you now
SA	536	classic	أقدر أجي بكرة	agdar aji bukra	I can come tomorrow
SA	537	classic	أقدر أتكلم عربي	agdar atakallam arabi	I can speak Arabic
SA	538	classic	أقدر أدفع بالبطاقة	agdar adfa bil-bitagah	I can pay by card
SA	539	classic	أقدر أرسل الموقع	agdar arsil al-mowgi	I can send the location
SA	540	classic	أقدر أفتح الباب	agdar aftah al-bab	I can open the door
SA	541	classic	خلني أفكر شوي	khallini afakkir shway	Let me think for a moment.
SA	542	classic	بخلص هالشي أول	bakhalliS hal-shay awwal	I'll finish this first.
SA	543	classic	ما أقدر أطلع الحين	ma agdar aTla3 al-7een	I can't go out right now.
SA	544	classic	بمر عليك بعد شوي	bamurr 3alayk ba3d shway	I'll stop by in a little while.
SA	545	classic	دقيقة وبكون معك	dageegah wabakoon ma3ak	Give me a minute and I'll be with you.
SA	546	classic	بكلمك إذا فضيت	bakallimak itha faDeet	I'll call you when I'm free.
SA	547	classic	خلها لبعدين	khalliha liba3dayn	Let's leave it for later.
SA	548	classic	مو وقته الحين	moo wagtah al-7een	Now isn't the right time.
SA	549	classic	بخلص اللي بيدي أول	bakhalliS alli biyadi awwal	I'll finish what I'm doing first.
SA	550	classic	إذا خلصت بخبرك	itha khalaSt bakhabbirak	I'll let you know when I'm done.
SA	551	classic	تقدر تساعدني شوي الحين؟	tagdar tusaadni shway alhin?	Can you help me now?
SA	552	classic	الجوال ما يشتغل عندي	al-jawwal ma yishtaghil indi	My phone isn’t working
SA	553	classic	أنا تعبان مرة اليوم	ana taaban marrah al-yom	I’m really tired today
SA	554	classic	وين أقرب بقالة هنا؟	ween aqrab baggalah hina?	Where’s the nearest grocery here?
SA	555	classic	خلينا نطلع بعدين شوي	khalina nitla baadeen shway	Let’s go out a bit later
SA	556	reveal	Feelings in Saudi Arabic		reveal: 7 rows
SA	557	classic	أنا أبغى موية باردة	ana abgha moya bārdah	I want cold water
SA	558	classic	أنا جالس في الصالة	ana jālis fis-sālah	I’m sitting in the living room
SA	559	classic	أنا رايح للمطعم الحين	ana rāyih lil-matam alhin	I’m going to the restaurant now
SA	560	classic	أنا ناسي مفتاح البيت	ana nāsi miftāh al-bet	I forgot the house key
SA	561	classic	أنا أحتاج مساعدة شوي	ana ahtāj musāʿadah shway	I need a little help
SA	562	classic	بنتفاهم بعدين	bintafahim ba3dayn	We'll talk it through later.
SA	563	classic	أحتاج شوي وقت	a7taj shway wagt	I need a little time.
SA	564	classic	خلني أراجع أول	khallini araji3 awwal	Let me check first.
SA	565	classic	بخلصه اليوم إن شاء الله	bakhalliSah al-yom inshallah	I'll finish it today, God willing.
SA	566	classic	لا تستعجل علي	la tista3jil 3alay	Don't rush me.
SA	567	classic	وين أقرب صراف؟	wayn agrab Sarraf?	Where's the nearest ATM?
SA	568	classic	ممكن تعيد الكلام؟	mumkin t3eed al-kalam?	Could you say that again?
SA	569	classic	طلبي للحين ما وصل	Talabi lil7een ma waSal	My order still hasn't arrived.
SA	570	classic	تكفى ساعدني شوي	takfa sa3idni shway	Please help me for a moment.
SA	571	classic	ما فهمت عليك زين	ma fahimt 3alayk zayn	I didn't understand you very well.
SA	572	classic	وش تقصد؟	wush tagSid?	What do you mean?
SA	573	classic	لا تشيل هم	la tsheel hamm	Don't worry.
SA	574	classic	أرسل لي الموقع	arsil li al-mawgi3	Send me the location.
SA	575	classic	تأخرت شوي بالطريق	ta'akhkhart shway biT-Tareeg	I got delayed on the way.
SA	576	classic	يعطيك العافية	ya3Teek al-3afiyah	Thank you, I appreciate it.
SA	577	classic	أنا بالطريق الحين	ana biT-Tareeg al-7een	I'm on my way now.
SA	578	classic	وش ودك تطلب؟	wush waddak tiTlub?	What would you like to order?
SA	579	classic	أحتاج أشحن جوالي	a7taj ash7in jawwali	I need to charge my phone.
SA	580	classic	خلنا نطلع الحين	khallna niTla3 al-7een	Let's go now.
SA	581	classic	أنا تعبان شوي اليوم	ana ta3ban shway al-yom	I'm a little tired today.
SA	582	classic	وين مكانك الحين؟	wayn makanak al-7een?	Where are you right now?
SA	583	classic	انتظرني دقيقة	intaThirni dageegah	Wait for me a minute.
SA	584	classic	خلصت شغلي أخيرًا	khallaSt shughli akheeran	I finally finished my work.
SA	585	classic	أبغى قهوة بدون سكر	abgha gahwa bidoon sukkar	I want a coffee without sugar.
SA	586	classic	كل شيء تمام؟	kul shay tamam?	Is everything okay?
SA	587	classic	وين وصلت الحين؟	wayn waSilt al-7een?	Where are you now?
SA	588	classic	وش تبغى تاكل؟	wush tabgha taakul?	What do you want to eat?
SA	589	classic	أبغى أرتاح شوي	abgha arta7 shway	I want to rest for a bit.
SA	590	classic	خلني أخلص هذا أول	khallini akhallis hatha awwal	Let me finish this first.
SA	591	classic	ممكن تنتظرني شوي؟	mumkin tintaThirni shway?	Can you wait for me a little?
SA	592	classic	وش صار معك اليوم؟	wush Sar ma3ak al-yom?	What happened to you today?
SA	593	classic	أنا للحين ما تغديت	ana lil7een ma tghaddayt	I still haven't had lunch.
SA	594	classic	متى نقدر نتقابل؟	mata nigdar nitgabil?	When can we meet?
SA	595	classic	أرسل لي إذا وصلت	arsil li itha waSilt	Text me when you arrive.
SA	596	classic	اليوم الجو مرة حلو	al-yom al-jaw marrah 7لو	The weather is really nice today.
SA	597	classic	وش رايك نروح الحين؟	wush rayak nroo7 al-7een?	What do you think about going now?
SA	598	classic	أنا محتاج بريك شوي	ana mu7taj breek shway	I need a little break.
SA	599	classic	ممكن ترسل لي التفاصيل؟	mumkin tirsil li at-tafaSeel?	Can you send me the details?
SA	600	classic	ما عندي وقت اليوم	ma 3indi wagt al-yom	I don't have time today.
SA	601	classic	بشوفك بعد الدوام	bashoofak ba3d ad-dawam	I'll see you after work.
SA	602	reveal	Daily Saudi Phrases		reveal: 9 rows
SA	603	reveal	Daily Saudi Replies		reveal: 9 rows
SA	604	reveal	Travel Saudi Phrases		reveal: 9 rows
SA	605	classic	أنا رايح المطار	ana rāyih al-matar	I’m going to the airport
SA	606	classic	معي شنطة كبيرة	mai shantah kibeerah	I have a big suitcase
SA	607	classic	أبغى أغير المقعد	abgha aghayir al-magʿad	I want to change the seat
SA	608	classic	وين استلام الشنط؟	ween istilam ash-shunat?	Where is baggage claim?
SA	609	classic	الجواز في الشنطة	al-jawaz fish-shantah	The passport is in the bag
SA	610	classic	أبيك معي دايم	abīk maʿī dāyim	I want you always with me
SA	611	classic	أعشقك مرة والله	aʿshagak marrah wallah	I adore you so much
SA	612	classic	أنا مجنون فيك	ana majnūn fīk	I’m crazy about you
SA	613	classic	ما أبي غيرك	ma abī ghērak	I don’t want anyone but you
SA	614	classic	وجودك يفرحني مرة	wujūdak yfarriḥni marrah	Your presence makes me so happy
SA	615	classic	قلبي معك دايم	galbi maʿak dāyim	My heart is always with you
SA	616	classic	أحبك أكثر كل يوم	aḥibbak akthar kul yōm	I love you more every day
SA	617	classic	أبغى أطلب شي خفيف	abgha aTlub shay khafeef	I want to order something light.
SA	618	classic	وين أقرب محطة؟	wayn agrab ma7aTtah?	Where's the nearest station?
SA	619	classic	أنا مو جاهز للحين	ana moo jahiz lil7een	I'm not ready yet.
SA	620	classic	ممكن تساعدني بهذا؟	mumkin tsa3idni bihatha?	Can you help me with this?
SA	621	classic	بكلمك لما أوصل	bakallimak lamma awSal	I'll call you when I arrive.
SA	622	classic	وش عندك اليوم؟	wush 3indak al-yom?	What are you up to today?
SA	623	classic	أبغى أخلص هذا اليوم	abgha akhalliS hatha al-yom	I want to finish this today.
SA	624	classic	متى ترجع للبيت؟	mata tirja3 lil-bait?	When are you going back home?
SA	625	classic	نسيت أجيب المحفظة	naseet ajeeb al-ma7faThah	I forgot to bring my wallet.
SA	626	classic	خلنا نتعشى برا اليوم	khallna nita3ashsha barra al-yom	Let's have dinner out today.
SA	627	reveal	Bad Day Saudi Phrases		reveal: 9 rows + quiz
SA	628	classic	أبغى أروح بدري	abgha aroo7 badri	I want to leave early.
SA	629	classic	وش نطلب للعشا؟	wush niTlub lil-3asha?	What should we order for dinner?
SA	630	classic	أنا ضيعت مفاتيحي	ana Dayya3t mafati7i	I lost my keys.
SA	631	classic	ممكن ترسل لي الصورة؟	mumkin tirsil li aS-Soorah?	Can you send me the picture?
SA	632	classic	بجيك بعد شوي	bajik ba3d shway	I'll come to you in a little while.
SA	633	classic	وش صار على الموعد؟	wush Sar 3ala al-mow3id?	What happened with the appointment?
SA	634	classic	أنا نسيت أرد عليك	ana naseet arudd 3alayk	I forgot to reply to you.
SA	635	classic	ممكن تخفف الصوت شوي؟	mumkin tkhafif aS-Sawt shway?	Can you lower the volume a little?
SA	636	classic	أبغى أجلس هنا	abgha ajlis hina	I want to sit here.
SA	637	classic	بنتظر لين يجي	bantathir leen yiji	I'll wait until he comes.
SA	638	classic	أبغى أجرب شي جديد	abgha ajarrib shay jadeed	I want to try something new.
SA	639	classic	وين حطيت جوالي؟	wayn 7aTTait jawwali?	Where did I put my phone?
SA	640	classic	اليوم ما لي خلق	al-yom ma li khilg	I’m not in the mood today.
SA	641	classic	ممكن تعطيني دقيقة؟	mumkin ti3Teeni dageegah?	Can you give me a minute?
SA	642	classic	بقولك شي مهم	bagoolak shay muhim	I want to tell you something important.
SA	643	classic	وش تبي تسوي اليوم؟	wush tibgha tisawwi al-yom?	What do you want to do today?
SA	644	classic	أنا مره مبسوط اليوم	ana marrah mabsuT al-yom	I'm really happy today.
SA	645	classic	وين نلتقي اليوم؟	wayn niltaqi al-yom?	Where should we meet today?
SA	646	classic	ممكن تشرح لي أكثر؟	mumkin tishra7 li akthar?	Can you explain more to me?
SA	647	classic	بشوف وش يصير	bashoof wush yiSir	I'll see what happens.
SA	648	classic	أبغى أغير جو اليوم	abgha aghayyar jaw al-yom	I want a change of scenery today.
SA	649	classic	وش رايك بهذا المكان؟	wush rayak bihatha al-makan?	What do you think of this place?
SA	650	classic	أنا للحين ما قررت	ana lil7een ma qarrart	I still haven't decided.
SA	651	classic	ممكن تعطيني رأيك؟	mumkin ti3Teeni rayak?	Can you give me your opinion?
SA	652	classic	بشوف وأرد عليك	bashoof wa arudd 3alayk	I'll check and get back to you.
SA	653	classic	وش أخبارك اليوم؟	wush akhbarak al-yom?	How are you doing today?
SA	654	classic	أبغى أطلب من هنا	abgha aTlub min hina	I want to order from here.
SA	655	classic	متى تقدر تجي؟	mata tigdar tiji?	When can you come?
SA	656	classic	أنا شوي مشغول الحين	ana shway mashghool al-7een	I'm a little busy right now.
SA	657	classic	خلنا نتكلم بعدين	khallna nitkallam ba3dayn	Let's talk later.
SA	658	classic	أبغى أعرف وش صار	abgha a3raf wush Sar	I want to know what happened.
SA	659	classic	متى يفتح المكان؟	mata yifta7 al-makan?	When does the place open?
SA	660	classic	أنا وصلت قبل شوي	ana waSilt gabl shway	I arrived a little while ago.
SA	661	classic	ممكن تعطيني الفاتورة؟	mumkin ti3Teeni al-fatoorah?	Can you give me the bill?
SA	662	classic	بنتظر ردك اليوم	bantathir raddak al-yom	I'll wait for your reply today.
